Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Customer_Type,State,City,Country,Product_ID,Category,Sub_Category,Product_Name,Unit_Price_INR,Quantity,Discount_Pct,Sales_INR,Cost_INR,Profit_INR,Payment_Method,Delivery_Days,Customer_Rating,Returned,Return_Reason,Year,Month,Month_Name,Quarter,Profit_Margin_Pct
ORD00091,2025-03-19,2025-03-25,Standard Delivery,CUST0077,Arjun Reddy,Consumer,Delhi,Delhi,India,2,Electronics,Smartphones,Apple iPhone 15,70883.3,1,0.1,63794.97,53814.4,9980.57,UPI,6,4.0,No,Not Applicable,2025,3,March,Q1,15.64
ORD00092,2025-04-12,2025-04-16,Standard Delivery,CUST0042,Shreya Das,Consumer,Uttar Pradesh,Lucknow,India,14,Home & Furniture,Furniture,Wooden Study Table,6548.78,1,0.1,5893.9,4473.32,1420.58,Debit Card,4,4.7,No,Not Applicable,2025,4,April,Q2,24.1
ORD00093,2025-11-12,2025-11-17,Standard Delivery,CUST0130,Pooja Joshi,Consumer,Kerala,Thiruvananthapuram,India,8,Electronics,Audio,boAt Airdopes 141,1502.95,4,0.1,5410.62,3562.06,1848.56,Wallet,5,4.9,No,Not Applicable,2025,11,November,Q4,34.17
ORD00094,2025-10-13,2025-10-18,Standard Delivery,CUST0116,Divya Sharma,Consumer,Karnataka,Mysuru,India,4,Electronics,Laptops,HP 15s Laptop,59172.24,5,0.1,266275.08,223002.02,43273.06,Cash on Delivery,5,4.2,Yes,Wrong Product,2025,10,October,Q4,16.25
ORD00095,2025-05-16,2025-05-19,Express Delivery,CUST0003,Sneha Das,Consumer,West Bengal,Kolkata,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,722.88,1,0.25,542.16,390.93,151.23,Debit Card,3,4.3,Yes,Changed Mind,2025,5,May,Q2,27.89
ORD00096,2025-02-07,2025-02-13,Standard Delivery,CUST0142,Priya Shetty,Corporate,Karnataka,Mangaluru,India,18,Fashion,Footwear,Campus Running Shoes,2171.96,1,0.05,2063.36,1279.65,783.71,UPI,6,3.7,No,Not Applicable,2025,2,February,Q1,37.98
ORD00097,2025-11-07,2025-11-13,Standard Delivery,CUST0006,Karan Mehta,Corporate,Uttar Pradesh,Noida,India,15,Home & Furniture,Home Decor,LED Table Lamp,1268.71,5,0.15,5392.02,3846.88,1545.14,Credit Card,6,3.9,No,Not Applicable,2025,11,November,Q4,28.66
ORD00098,2025-12-02,2025-12-03,Same Day Delivery,CUST0007,Simran Reddy,Corporate,Tamil Nadu,Chennai,India,15,Home & Furniture,Home Decor,LED Table Lamp,1319.26,2,0.0,2638.52,1486.15,1152.37,Debit Card,1,4.4,No,Not Applicable,2025,12,December,Q4,43.67
ORD00099,2025-10-08,2025-10-09,Same Day Delivery,CUST0054,Akash Verma,Corporate,Tamil Nadu,Madurai,India,14,Home & Furniture,Furniture,Wooden Study Table,6670.23,1,0.2,5336.18,4450.73,885.45,Cash on Delivery,1,4.2,No,Not Applicable,2025,10,October,Q4,16.59
ORD00100,2025-01-25,2025-01-28,Standard Delivery,CUST0079,Arjun Sharma,Corporate,West Bengal,Howrah,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,31508.4,5,0.1,141787.8,125046.06,16741.74,Debit Card,3,3.6,No,Not Applicable,2025,1,January,Q1,11.81
ORD00101,2025-09-11,2025-09-14,Express Delivery,CUST0130,Pooja Joshi,Consumer,Kerala,Kochi,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,682.88,2,0.05,1297.47,779.28,518.19,UPI,3,3.8,No,Not Applicable,2025,9,September,Q3,39.94
ORD00102,2025-09-20,2025-09-25,Standard Delivery,CUST0080,Rahul Joshi,Consumer,Kerala,Kochi,India,4,Electronics,Laptops,HP 15s Laptop,56749.69,2,0.05,107824.41,89475.58,18348.83,Cash on Delivery,5,4.5,No,Not Applicable,2025,9,September,Q3,17.02
ORD00103,2025-04-26,2025-04-27,Same Day Delivery,CUST0062,Ravi Gupta,Consumer,Kerala,Kochi,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,29214.79,2,0.1,52586.62,44695.11,7891.51,UPI,1,5.0,No,Not Applicable,2025,4,April,Q2,15.01
ORD00104,2025-05-29,2025-06-01,Standard Delivery,CUST0138,Aditi Iyer,Small Business,Kerala,Thiruvananthapuram,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,30792.06,2,0.05,58504.91,45349.11,13155.8,UPI,3,4.0,No,Not Applicable,2025,5,May,Q2,22.49
ORD00105,2025-07-07,2025-07-13,Standard Delivery,CUST0139,Shreya Mehta,Corporate,Telangana,Warangal,India,4,Electronics,Laptops,HP 15s Laptop,58693.82,3,0.05,167277.39,139044.52,28232.87,Credit Card,6,4.1,No,Not Applicable,2025,7,July,Q3,16.88
ORD00106,2025-05-10,2025-05-14,Standard Delivery,CUST0060,Simran Kulkarni,Small Business,Karnataka,Bengaluru,India,10,Home Appliances,Kitchen Appliances,Prestige Mixer Grinder,5111.45,4,0.05,19423.51,14273.11,5150.4,Credit Card,4,4.1,No,Not Applicable,2025,5,May,Q2,26.52
ORD00107,2025-12-09,2025-12-11,Express Delivery,CUST0088,Divya Das,Consumer,Uttar Pradesh,Lucknow,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,30817.05,2,0.15,52388.99,48754.38,3634.61,UPI,2,3.8,Yes,Size/Fit Issue,2025,12,December,Q4,6.94
ORD00108,2025-08-16,2025-08-18,Express Delivery,CUST0139,Shreya Mehta,Corporate,West Bengal,Kolkata,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,29779.18,3,0.05,84870.66,67700.94,17169.72,Credit Card,2,4.9,Yes,Late Delivery,2025,8,August,Q3,20.23
ORD00109,2025-12-03,2025-12-06,Express Delivery,CUST0136,Priya Gupta,Corporate,Rajasthan,Jaipur,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,8726.43,2,0.05,16580.22,13089.71,3490.51,Credit Card,3,3.8,Yes,Size/Fit Issue,2025,12,December,Q4,21.05
ORD00110,2025-09-15,2025-09-16,Same Day Delivery,CUST0118,Divya Rao,Corporate,Gujarat,Vadodara,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,1939.53,3,0.1,5236.73,3416.52,1820.21,UPI,1,4.7,No,Not Applicable,2025,9,September,Q3,34.76
ORD00111,2025-11-11,2025-11-14,Express Delivery,CUST0078,Nikhil Mishra,Consumer,Telangana,Hyderabad,India,18,Fashion,Footwear,Campus Running Shoes,2132.41,4,0.05,8103.16,5105.61,2997.55,UPI,3,4.1,No,Not Applicable,2025,11,November,Q4,36.99
ORD00112,2025-05-29,2025-06-03,Standard Delivery,CUST0126,Rahul Shetty,Consumer,Uttar Pradesh,Kanpur,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,29558.29,1,0.0,29558.29,22841.8,6716.49,Cash on Delivery,5,4.2,No,Not Applicable,2025,5,May,Q2,22.72
ORD00113,2025-08-01,2025-08-06,Standard Delivery,CUST0180,Vikram Singh,Corporate,Uttar Pradesh,Noida,India,15,Home & Furniture,Home Decor,LED Table Lamp,1323.19,2,0.15,2249.42,1503.8,745.62,UPI,5,4.4,No,Not Applicable,2025,8,August,Q3,33.15
ORD00114,2025-10-08,2025-10-12,Standard Delivery,CUST0128,Sanjay Mishra,Consumer,Telangana,Warangal,India,10,Home Appliances,Kitchen Appliances,Prestige Mixer Grinder,5095.67,2,0.15,8662.64,7160.21,1502.43,Net Banking,4,4.2,No,Not Applicable,2025,10,October,Q4,17.34
ORD00115,2025-01-10,2025-01-12,Express Delivery,CUST0149,Sneha Shetty,Consumer,Rajasthan,Jaipur,India,2,Electronics,Smartphones,Apple iPhone 15,70203.23,1,0.15,59672.75,52396.94,7275.81,Cash on Delivery,2,4.1,No,Not Applicable,2025,1,January,Q1,12.19
ORD00116,2025-03-16,2025-03-20,Express Delivery,CUST0144,Ananya Kumar,Consumer,Maharashtra,Nagpur,India,6,Electronics,Televisions,Samsung 43-inch Smart TV,42546.0,3,0.25,95728.5,100190.12,-4461.62,Debit Card,4,4.2,No,Not Applicable,2025,3,March,Q1,-4.66
ORD00117,2025-11-06,2025-11-11,Standard Delivery,CUST0103,Rohan Mishra,Consumer,Karnataka,Mysuru,India,14,Home & Furniture,Furniture,Wooden Study Table,6287.39,1,0.15,5344.28,4523.81,820.47,UPI,5,5.0,No,Not Applicable,2025,11,November,Q4,15.35
ORD00118,2025-09-11,2025-09-15,Standard Delivery,CUST0024,Arjun Reddy,Consumer,Kerala,Thiruvananthapuram,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,698.9,1,0.15,594.06,380.1,213.96,Cash on Delivery,4,5.0,No,Not Applicable,2025,9,September,Q3,36.02
ORD00119,2025-12-22,2025-12-26,Express Delivery,CUST0019,Neha Shetty,Consumer,Telangana,Warangal,India,17,Fashion,Womens Wear,Biba Kurti,2443.14,2,0.0,4886.28,2917.09,1969.19,Net Banking,4,5.0,No,Not Applicable,2025,12,December,Q4,40.3
ORD00120,2025-08-28,2025-09-01,Standard Delivery,CUST0047,Kavya Kulkarni,Consumer,Karnataka,Mysuru,India,15,Home & Furniture,Home Decor,LED Table Lamp,1306.47,3,0.05,3723.44,2261.85,1461.59,UPI,4,3.4,Yes,Damaged Product,2025,8,August,Q3,39.25
ORD00121,2025-09-11,2025-09-16,Standard Delivery,CUST0118,Divya Rao,Corporate,Tamil Nadu,Chennai,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,8224.72,3,0.0,24674.16,16523.35,8150.81,Credit Card,5,4.1,No,Not Applicable,2025,9,September,Q3,33.03
ORD00122,2025-03-31,2025-04-03,Standard Delivery,CUST0004,Manish Nair,Corporate,Karnataka,Mangaluru,India,18,Fashion,Footwear,Campus Running Shoes,2112.28,4,0.15,7181.75,5061.87,2119.88,Credit Card,3,4.4,No,Not Applicable,2025,3,March,Q1,29.52
ORD00123,2025-02-05,2025-02-07,Express Delivery,CUST0158,Divya Rao,Consumer,Tamil Nadu,Coimbatore,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,29389.11,1,0.2,23511.29,22192.13,1319.16,Cash on Delivery,2,2.9,Yes,Late Delivery,2025,2,February,Q1,5.61
ORD00124,2025-01-07,2025-01-11,Standard Delivery,CUST0070,Aditi Sharma,Consumer,Uttar Pradesh,Kanpur,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,30003.08,5,0.1,135013.86,111910.58,23103.28,Cash on Delivery,4,4.5,No,Not Applicable,2025,1,January,Q1,17.11
ORD00125,2025-03-23,2025-03-26,Standard Delivery,CUST0069,Sneha Rao,Consumer,Kerala,Thiruvananthapuram,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,54990.92,2,0.1,98983.66,83540.47,15443.19,UPI,3,4.5,No,Not Applicable,2025,3,March,Q1,15.6
ORD00126,2025-10-16,2025-10-20,Standard Delivery,CUST0081,Aditya Kulkarni,Consumer,West Bengal,Kolkata,India,2,Electronics,Smartphones,Apple iPhone 15,71531.19,2,0.1,128756.14,108316.47,20439.67,Cash on Delivery,4,3.8,No,Not Applicable,2025,10,October,Q4,15.87
ORD00127,2025-01-05,2025-01-11,Standard Delivery,CUST0002,Nikhil Mehta,Consumer,Kerala,Kochi,India,2,Electronics,Smartphones,Apple iPhone 15,69677.23,1,0.2,55741.78,54807.68,934.1,UPI,6,2.6,No,Not Applicable,2025,1,January,Q1,1.68
ORD00128,2025-10-04,2025-10-06,Express Delivery,CUST0020,Kavya Kulkarni,Consumer,Gujarat,Surat,India,20,Beauty & Personal Care,Hair Care,Mamaearth Shampoo,617.11,2,0.05,1172.51,675.03,497.48,Credit Card,2,4.2,No,Not Applicable,2025,10,October,Q4,42.43
ORD00129,2025-01-26,2025-01-29,Express Delivery,CUST0113,Nikhil Mehta,Consumer,Karnataka,Bengaluru,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24994.63,4,0.1,89980.67,74200.96,15779.71,Credit Card,3,3.2,No,Not Applicable,2025,1,January,Q1,17.54
ORD00130,2025-10-24,2025-10-27,Express Delivery,CUST0164,Vikram Kumar,Consumer,Tamil Nadu,Madurai,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,9022.78,2,0.2,14436.45,12733.2,1703.25,UPI,3,4.3,No,Not Applicable,2025,10,October,Q4,11.8
ORD00131,2025-09-16,2025-09-18,Express Delivery,CUST0027,Rohan Patel,Small Business,Tamil Nadu,Coimbatore,India,1,Electronics,Smartphones,Samsung Galaxy S24,69235.69,2,0.0,138471.38,109507.48,28963.9,Cash on Delivery,2,3.7,No,Not Applicable,2025,9,September,Q3,20.92
ORD00132,2025-05-09,2025-05-14,Standard Delivery,CUST0063,Arjun Kumar,Corporate,Gujarat,Ahmedabad,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,8306.02,1,0.25,6229.52,5652.46,577.06,UPI,5,4.6,Yes,Size/Fit Issue,2025,5,May,Q2,9.26
ORD00133,2025-06-03,2025-06-09,Standard Delivery,CUST0126,Rahul Shetty,Consumer,Telangana,Hyderabad,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,9150.36,3,0.1,24705.97,19282.79,5423.18,Credit Card,6,4.5,No,Not Applicable,2025,6,June,Q2,21.95
ORD00134,2025-10-13,2025-10-16,Express Delivery,CUST0021,Nikhil Mishra,Consumer,Karnataka,Mysuru,India,1,Electronics,Smartphones,Samsung Galaxy S24,69147.48,1,0.0,69147.48,53839.14,15308.34,Debit Card,3,4.2,No,Not Applicable,2025,10,October,Q4,22.14
ORD00135,2025-11-21,2025-11-26,Standard Delivery,CUST0108,Sneha Mehta,Corporate,Gujarat,Vadodara,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24211.72,1,0.15,20579.96,18789.01,1790.95,UPI,5,3.9,No,Not Applicable,2025,11,November,Q4,8.7
ORD00136,2025-10-30,2025-11-05,Standard Delivery,CUST0038,Isha Gupta,Consumer,Tamil Nadu,Chennai,India,3,Electronics,Smartphones,OnePlus Nord CE 4,25517.48,3,0.05,72724.82,58380.34,14344.48,UPI,6,3.5,No,Not Applicable,2025,10,October,Q4,19.72
ORD00137,2025-04-25,2025-05-02,Standard Delivery,CUST0134,Simran Mehta,Consumer,Kerala,Kochi,India,2,Electronics,Smartphones,Apple iPhone 15,71938.64,2,0.1,129489.55,108302.28,21187.27,UPI,7,3.7,No,Not Applicable,2025,4,April,Q2,16.36
ORD00138,2025-03-24,2025-03-30,Standard Delivery,CUST0110,Rahul Sharma,Consumer,Uttar Pradesh,Kanpur,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,724.88,3,0.0,2174.64,1185.91,988.73,UPI,6,4.0,No,Not Applicable,2025,3,March,Q1,45.47
ORD00139,2025-04-30,2025-05-04,Standard Delivery,CUST0166,Kavya Kumar,Consumer,Karnataka,Bengaluru,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,8855.93,1,0.1,7970.34,6538.36,1431.98,Cash on Delivery,4,4.2,Yes,Size/Fit Issue,2025,4,April,Q2,17.97
ORD00140,2025-04-20,2025-04-21,Same Day Delivery,CUST0086,Akash Kumar,Consumer,Uttar Pradesh,Noida,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,1924.58,1,0.15,1635.89,1155.71,480.18,Cash on Delivery,1,4.7,No,Not Applicable,2025,4,April,Q2,29.35
ORD00141,2025-11-21,2025-11-25,Express Delivery,CUST0048,Sneha Mishra,Small Business,Uttar Pradesh,Noida,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,33038.32,1,0.0,33038.32,25253.8,7784.52,Debit Card,4,3.0,No,Not Applicable,2025,11,November,Q4,23.56
ORD00142,2025-03-17,2025-03-23,Standard Delivery,CUST0174,Arjun Shetty,Consumer,Rajasthan,Jaipur,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,704.99,4,0.1,2537.96,1572.29,965.67,UPI,6,3.4,No,Not Applicable,2025,3,March,Q1,38.05
ORD00143,2025-01-28,2025-02-02,Standard Delivery,CUST0004,Manish Nair,Corporate,Telangana,Hyderabad,India,3,Electronics,Smartphones,OnePlus Nord CE 4,25200.29,2,0.2,40320.46,38555.39,1765.07,UPI,5,3.8,No,Not Applicable,2025,1,January,Q1,4.38
ORD00144,2025-08-06,2025-08-11,Standard Delivery,CUST0027,Rohan Patel,Small Business,Maharashtra,Pune,India,1,Electronics,Smartphones,Samsung Galaxy S24,70685.1,2,0.1,127233.18,107803.94,19429.24,Debit Card,5,2.8,No,Not Applicable,2025,8,August,Q3,15.27
ORD00145,2025-02-18,2025-02-22,Standard Delivery,CUST0046,Ananya Mishra,Consumer,Karnataka,Mangaluru,India,20,Beauty & Personal Care,Hair Care,Mamaearth Shampoo,613.5,1,0.05,582.83,331.43,251.4,Net Banking,4,4.1,No,Not Applicable,2025,2,February,Q1,43.13
ORD00146,2025-12-10,2025-12-11,Same Day Delivery,CUST0021,Nikhil Mishra,Consumer,Tamil Nadu,Madurai,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,8671.33,1,0.1,7804.2,6480.73,1323.47,UPI,1,3.8,No,Not Applicable,2025,12,December,Q4,16.96
ORD00147,2025-01-19,2025-01-21,Express Delivery,CUST0076,Arjun Sharma,Consumer,Uttar Pradesh,Lucknow,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,8206.2,2,0.05,15591.78,11505.8,4085.98,Debit Card,2,4.3,Yes,Wrong Product,2025,1,January,Q1,26.21
ORD00148,2025-12-04,2025-12-06,Express Delivery,CUST0146,Sanjay Singh,Consumer,Karnataka,Mysuru,India,1,Electronics,Smartphones,Samsung Galaxy S24,67876.77,2,0.05,128965.86,107474.78,21491.08,UPI,2,3.9,No,Not Applicable,2025,12,December,Q4,16.66
ORD00149,2025-09-15,2025-09-21,Standard Delivery,CUST0029,Meera Patel,Small Business,Kerala,Thiruvananthapuram,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,706.61,2,0.0,1413.22,799.34,613.88,Cash on Delivery,6,3.2,No,Not Applicable,2025,9,September,Q3,43.44
ORD00150,2025-03-22,2025-03-26,Standard Delivery,CUST0169,Aarav Gupta,Corporate,Telangana,Hyderabad,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,27931.84,2,0.1,50277.31,44959.49,5317.82,Cash on Delivery,4,4.1,No,Not Applicable,2025,3,March,Q1,10.58
ORD00151,2025-10-11,2025-10-17,Standard Delivery,CUST0021,Nikhil Mishra,Consumer,Kerala,Thiruvananthapuram,India,4,Electronics,Laptops,HP 15s Laptop,57091.45,2,0.05,108473.75,92577.86,15895.89,Cash on Delivery,6,3.7,No,Not Applicable,2025,10,October,Q4,14.65
ORD00152,2025-12-26,2025-12-28,Express Delivery,CUST0075,Sneha Iyer,Consumer,Delhi,Delhi,India,4,Electronics,Laptops,HP 15s Laptop,58044.19,2,0.1,104479.54,89174.33,15305.21,Cash on Delivery,2,4.6,No,Not Applicable,2025,12,December,Q4,14.65
ORD00153,2025-10-02,2025-10-05,Express Delivery,CUST0157,Kavya Verma,Consumer,Gujarat,Surat,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24818.27,1,0.0,24818.27,18784.79,6033.48,Credit Card,3,4.2,No,Not Applicable,2025,10,October,Q4,24.31
ORD00154,2025-04-23,2025-04-27,Standard Delivery,CUST0109,Vikram Mishra,Corporate,West Bengal,Howrah,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24077.03,5,0.05,114365.89,92326.45,22039.44,UPI,4,4.2,No,Not Applicable,2025,4,April,Q2,19.27
ORD00155,2025-09-02,2025-09-06,Express Delivery,CUST0030,Vikram Joshi,Consumer,Karnataka,Mysuru,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,54636.52,4,0.05,207618.78,167025.31,40593.47,UPI,4,3.2,No,Not Applicable,2025,9,September,Q3,19.55
ORD00156,2025-10-05,2025-10-11,Standard Delivery,CUST0068,Rohan Verma,Consumer,West Bengal,Kolkata,India,17,Fashion,Womens Wear,Biba Kurti,2448.4,2,0.0,4896.8,2958.91,1937.89,Debit Card,6,3.0,No,Not Applicable,2025,10,October,Q4,39.57
ORD00157,2025-12-07,2025-12-08,Same Day Delivery,CUST0174,Arjun Shetty,Consumer,Kerala,Kochi,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,31133.29,3,0.1,84059.88,75373.43,8686.45,UPI,1,4.5,No,Not Applicable,2025,12,December,Q4,10.33
ORD00158,2025-04-09,2025-04-13,Standard Delivery,CUST0082,Meera Nair,Consumer,Delhi,New Delhi,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,673.25,1,0.05,639.59,389.43,250.16,Wallet,4,3.6,No,Not Applicable,2025,4,April,Q2,39.11
ORD00159,2025-09-24,2025-10-01,Standard Delivery,CUST0054,Akash Verma,Corporate,Gujarat,Surat,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,29409.21,2,0.0,58818.42,45908.32,12910.1,Wallet,7,3.9,No,Not Applicable,2025,9,September,Q3,21.95
ORD00160,2025-03-11,2025-03-14,Express Delivery,CUST0102,Aditya Rao,Corporate,Gujarat,Surat,India,15,Home & Furniture,Home Decor,LED Table Lamp,1284.69,2,0.2,2055.5,1520.31,535.19,Credit Card,3,4.0,No,Not Applicable,2025,3,March,Q1,26.04
ORD00161,2025-08-27,2025-08-31,Standard Delivery,CUST0004,Manish Nair,Corporate,Rajasthan,Jaipur,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,1919.55,5,0.0,9597.75,5798.37,3799.38,UPI,4,4.4,No,Not Applicable,2025,8,August,Q3,39.59
ORD00162,2025-04-24,2025-04-26,Express Delivery,CUST0022,Sanjay Rao,Corporate,Kerala,Kochi,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24597.81,2,0.0,49195.62,37677.87,11517.75,UPI,2,3.7,No,Not Applicable,2025,4,April,Q2,23.41
ORD00163,2025-10-30,2025-11-01,Express Delivery,CUST0163,Aditya Verma,Corporate,West Bengal,Howrah,India,17,Fashion,Womens Wear,Biba Kurti,2407.87,1,0.0,2407.87,1436.24,971.63,UPI,2,4.5,No,Not Applicable,2025,10,October,Q4,40.35
ORD00164,2025-09-14,2025-09-18,Standard Delivery,CUST0164,Vikram Kumar,Consumer,Kerala,Kochi,India,8,Electronics,Audio,boAt Airdopes 141,1472.66,2,0.15,2503.52,1820.24,683.28,Credit Card,4,4.3,No,Not Applicable,2025,9,September,Q3,27.29
ORD00165,2025-06-22,2025-06-24,Express Delivery,CUST0034,Rohan Rao,Small Business,Karnataka,Mangaluru,India,6,Electronics,Televisions,Samsung 43-inch Smart TV,43001.15,1,0.0,43001.15,34091.98,8909.17,UPI,2,3.7,No,Not Applicable,2025,6,June,Q2,20.72
ORD00166,2025-10-22,2025-10-26,Standard Delivery,CUST0136,Priya Gupta,Corporate,Tamil Nadu,Coimbatore,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,30327.03,2,0.05,57621.36,46293.25,11328.11,Debit Card,4,3.6,No,Not Applicable,2025,10,October,Q4,19.66
ORD00167,2025-12-03,2025-12-07,Standard Delivery,CUST0023,Aditya Singh,Consumer,Uttar Pradesh,Kanpur,India,10,Home Appliances,Kitchen Appliances,Prestige Mixer Grinder,5053.83,3,0.1,13645.34,10516.56,3128.78,UPI,4,3.4,No,Not Applicable,2025,12,December,Q4,22.93
ORD00168,2025-02-28,2025-03-03,Standard Delivery,CUST0008,Ananya Gupta,Consumer,Tamil Nadu,Madurai,India,14,Home & Furniture,Furniture,Wooden Study Table,6614.28,4,0.15,22488.55,17753.27,4735.28,UPI,3,4.3,No,Not Applicable,2025,2,February,Q1,21.06
ORD00169,2025-10-01,2025-10-02,Same Day Delivery,CUST0096,Aditi Joshi,Consumer,Delhi,New Delhi,India,18,Fashion,Footwear,Campus Running Shoes,2276.48,2,0.05,4325.31,2534.9,1790.41,Cash on Delivery,1,4.8,No,Not Applicable,2025,10,October,Q4,41.39
ORD00170,2025-04-10,2025-04-13,Express Delivery,CUST0082,Meera Nair,Consumer,Uttar Pradesh,Lucknow,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,724.95,4,0.05,2754.81,1521.56,1233.25,Credit Card,3,4.3,No,Not Applicable,2025,4,April,Q2,44.77
ORD00171,2025-04-30,2025-05-02,Express Delivery,CUST0138,Aditi Iyer,Small Business,Karnataka,Bengaluru,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,29595.4,2,0.25,44393.1,47244.13,-2851.03,UPI,2,4.0,No,Not Applicable,2025,4,April,Q2,-6.42
ORD00172,2025-04-11,2025-04-17,Standard Delivery,CUST0048,Sneha Mishra,Small Business,Telangana,Warangal,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,9095.77,2,0.0,18191.54,13211.21,4980.33,UPI,6,3.9,No,Not Applicable,2025,4,April,Q2,27.38
ORD00173,2025-04-10,2025-04-12,Express Delivery,CUST0031,Manish Patel,Consumer,Kerala,Kochi,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,9105.34,3,0.15,23218.62,19846.6,3372.02,Credit Card,2,4.4,No,Not Applicable,2025,4,April,Q2,14.52
ORD00174,2025-11-22,2025-11-27,Standard Delivery,CUST0172,Ananya Iyer,Corporate,Telangana,Warangal,India,1,Electronics,Smartphones,Samsung Galaxy S24,69258.61,4,0.05,263182.72,210272.87,52909.85,UPI,5,3.7,No,Not Applicable,2025,11,November,Q4,20.1
ORD00175,2025-02-15,2025-02-20,Standard Delivery,CUST0013,Priya Patel,Small Business,Telangana,Warangal,India,2,Electronics,Smartphones,Apple iPhone 15,69417.09,1,0.0,69417.09,53976.88,15440.21,Debit Card,5,4.0,Yes,Late Delivery,2025,2,February,Q1,22.24
ORD00176,2025-08-18,2025-08-21,Express Delivery,CUST0065,Rahul Joshi,Corporate,Tamil Nadu,Madurai,India,17,Fashion,Womens Wear,Biba Kurti,2424.14,2,0.25,3636.21,2815.95,820.26,UPI,3,4.5,No,Not Applicable,2025,8,August,Q3,22.56
ORD00177,2025-08-12,2025-08-16,Express Delivery,CUST0153,Isha Nair,Small Business,Rajasthan,Jodhpur,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,28793.65,1,0.05,27353.97,22229.73,5124.24,Cash on Delivery,4,4.4,Yes,Size/Fit Issue,2025,8,August,Q3,18.73
ORD00178,2025-02-14,2025-02-17,Express Delivery,CUST0059,Pooja Gupta,Small Business,Tamil Nadu,Madurai,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,8979.85,4,0.1,32327.46,25313.16,7014.3,Wallet,3,4.6,No,Not Applicable,2025,2,February,Q1,21.7
ORD00179,2025-11-08,2025-11-14,Standard Delivery,CUST0096,Aditi Joshi,Consumer,Kerala,Kochi,India,15,Home & Furniture,Home Decor,LED Table Lamp,1268.34,2,0.15,2156.18,1520.31,635.87,Cash on Delivery,6,4.3,No,Not Applicable,2025,11,November,Q4,29.49
ORD00180,2025-12-17,2025-12-22,Standard Delivery,CUST0156,Kavya Joshi,Consumer,Delhi,New Delhi,India,17,Fashion,Womens Wear,Biba Kurti,2543.98,4,0.05,9667.12,5813.51,3853.61,Debit Card,5,4.0,No,Not Applicable,2025,12,December,Q4,39.86
ORD00181,2025-03-25,2025-03-27,Express Delivery,CUST0052,Isha Kulkarni,Corporate,Maharashtra,Pune,India,1,Electronics,Smartphones,Samsung Galaxy S24,68553.62,4,0.1,246793.03,216007.82,30785.21,UPI,2,5.0,No,Not Applicable,2025,3,March,Q1,12.47
ORD00182,2025-08-11,2025-08-15,Express Delivery,CUST0003,Sneha Das,Consumer,Maharashtra,Mumbai,India,8,Electronics,Audio,boAt Airdopes 141,1540.21,1,0.0,1540.21,925.98,614.23,UPI,4,3.0,No,Not Applicable,2025,8,August,Q3,39.88
